StockCode,Description,transaction_count,total_units_sold,min_price,max_price,median_price,mean_price,std_price,cost_price,fixed_costs,competitor_prices,category,month,rating,ad_spend
21910,Way Out Metal Sign,112,1067,1.0,3.36,1.65,1.7605,0.4539,0.99,0.0495,"[1.0, 1.65, 3.36]",Sports,5,3.8,848.88
21911,Garden Metal Sign,355,2569,1.0,3.95,1.65,2.0527,0.7342,0.99,0.0495,"[1.0, 1.3, 1.45, 1.65, 3.29, 3.36, 3.43, 3.95]",Electronics,6,4.2,502.74
21912,Vintage Snakes & Ladders,857,3800,2.62,7.78,3.75,4.6862,1.6534,2.25,0.1125,"[2.62, 3.39, 3.75, 7.46, 7.62, 7.78]",Clothing,12,3.5,1238.09
21913,Vintage Seaside Jigsaw Puzzles,311,1157,3.29,7.78,3.75,4.3877,1.4998,2.25,0.1125,"[3.29, 3.36, 3.39, 3.75, 7.46, 7.62, 7.78]",Clothing,6,4.5,3743.65
21914,Blue Harmonica In Box,1009,13311,1.06,6.04,1.25,1.4533,0.5146,0.75,0.0375,"[1.06, 1.25, 2.46, 2.51, 2.95, 5.91, 6.04]",Clothing,10,4.1,1784.07
21915,Red  Harmonica In Box,1073,38191,0.98,2.95,1.25,1.404,0.4282,0.75,0.0375,"[0.98, 1.06, 1.25, 2.46, 2.51, 2.95]",Clothing,8,4.7,2043.25
21916,Set 12 Retro White Chalk Sticks,748,11154,0.36,1.0,0.42,0.5172,0.175,0.252,0.0126,"[0.36, 0.42, 0.79, 0.81, 0.83, 0.85, 0.95, 1.0]",Home,6,3.9,3331.53
21917,Set 12 Kids  White Chalk Sticks,485,8082,0.36,0.85,0.42,0.4982,0.1625,0.252,0.0126,"[0.36, 0.42, 0.79, 0.81, 0.83, 0.85]",Electronics,9,3.8,4199.97
21918,Set 12 Kids Colour  Chalk Sticks,821,14747,0.36,0.85,0.42,0.5237,0.1804,0.252,0.0126,"[0.36, 0.42, 0.79, 0.81, 0.83, 0.85]",Electronics,10,4.9,2780.35
21922,Union Stripe With Fringe  Hammock,396,1452,6.62,16.98,7.95,8.887,2.9508,4.77,0.2385,"[6.62, 6.95, 7.95, 8.47, 16.63, 16.98]",Sports,1,4.4,3749.63
21923,Red/Cream Stripe Fringe Hammock,120,339,6.95,17.35,7.95,8.5791,2.4857,4.77,0.2385,"[6.95, 7.95, 16.98, 17.35]",Clothing,8,3.9,1795.31
21924,Blue/Cream Stripe Fringe Hammock,124,315,6.95,17.35,7.95,8.6146,2.5345,4.77,0.2385,"[6.95, 7.95, 16.98, 17.35]",Electronics,6,3.1,1456.77
21925,Union Stripe Cushion Cover,171,1217,1.06,5.91,1.25,1.5737,1.195,0.75,0.0375,"[1.06, 1.25, 5.91]",Beauty,9,4.1,1239.94
21926,Red/Cream Stripe Cushion Cover,148,1011,1.06,5.91,1.25,1.5938,1.2274,0.75,0.0375,"[1.06, 1.25, 5.91]",Clothing,8,4.3,2568.26
21927,Blue/Cream Stripe Cushion Cover,194,1284,1.06,5.91,1.25,1.6856,1.3565,0.75,0.0375,"[1.06, 1.25, 2.25, 5.91]",Electronics,9,5.0,4076.27
21928,Jumbo Bag Scandinavian Paisley,1585,24780,1.33,5.06,1.95,2.4721,0.9635,1.17,0.0585,"[1.33, 1.65, 1.74, 1.75, 1.79, 1.95, 2.08, 4.13, 4.21, 4.3, 4.96, 5.06]",Beauty,7,2.3,3612.96
21929,Jumbo Bag Pink Vintage Paisley,1658,25954,1.33,5.06,1.95,2.5029,1.0006,1.17,0.0585,"[1.33, 1.65, 1.74, 1.75, 1.79, 1.95, 2.08, 2.46, 4.13, 4.21, 4.3, 4.95, 4.96, 5.06]",Clothing,1,4.4,3098.09
21930,Jumbo Storage Bag Skulls,1369,13657,1.3,5.06,1.95,2.5185,1.0231,1.17,0.0585,"[1.3, 1.33, 1.49, 1.65, 1.75, 1.79, 1.95, 2.08, 4.13, 4.21, 4.3, 4.96, 5.06]",Electronics,6,3.7,2670.36
21931,Jumbo Storage Bag Suki,2398,29503,1.3,5.06,1.95,2.5314,0.9811,1.17,0.0585,"[1.3, 1.65, 1.74, 1.75, 1.79, 1.95, 2.08, 4.13, 4.21, 4.3, 4.95, 4.96, 5.06]",Home,11,4.1,261.76
21932,Scandinavian Paisley Picnic Bag,664,3889,1.65,6.95,2.46,2.4331,0.9375,1.476,0.0738,"[1.65, 2.46, 2.55, 2.95, 5.79, 5.91, 6.04, 6.95]",Home,2,5.0,1288.21
21933,Pink Vintage Paisley Picnic Bag,648,4151,1.65,6.95,2.46,2.4513,0.8911,1.476,0.0738,"[1.65, 2.46, 2.55, 2.95, 3.36, 5.79, 5.91, 6.04, 6.95]",Electronics,9,2.8,2106.9
21934,Skull Shoulder Bag,742,4648,1.45,4.21,1.65,2.2075,0.8399,0.99,0.0495,"[1.45, 1.63, 1.65, 1.66, 3.29, 3.36, 3.43, 4.21]",Sports,5,3.9,2877.55
21935,Suki  Shoulder Bag,948,7209,1.45,4.21,1.65,2.3349,0.9875,0.99,0.0495,"[1.45, 1.63, 1.65, 1.66, 3.29, 3.36, 3.43, 4.13, 4.21]",Electronics,3,5.0,664.1
21936,Red/White Spot Picnic Bag,1071,7833,2.55,6.04,2.95,3.6357,1.2617,1.77,0.0885,"[2.55, 2.95, 5.79, 5.91, 6.04]",Beauty,12,4.2,1868.98
21937,Strawberry   Picnic Bag,677,4123,2.55,6.04,2.95,3.6071,1.2475,1.77,0.0885,"[2.55, 2.95, 5.79, 5.91, 6.04]",Electronics,12,2.3,2307.99
21942,Skulls Design Flannel,233,1689,0.38,1.7,1.63,1.2746,0.4209,0.978,0.0489,"[0.38, 0.39, 0.72, 0.83, 0.84, 0.85, 0.87, 1.63, 1.66, 1.7]",Clothing,6,4.1,3677.29
21943,Cakes And Rabbits Design Flannel,151,593,0.38,1.7,0.85,1.1108,0.3841,0.51,0.0255,"[0.38, 0.72, 0.83, 0.85, 0.87, 1.63, 1.66, 1.7]",Clothing,3,5.0,3548.49
21944,Kittens Design Flannel,211,1798,0.38,1.7,0.85,1.1612,0.4316,0.51,0.0255,"[0.38, 0.39, 0.72, 0.83, 0.85, 0.87, 1.63, 1.66, 1.7]",Electronics,11,3.6,3494.63
21945,Strawberries  Design Flannel,254,1903,0.38,1.7,1.63,1.2692,0.4218,0.978,0.0489,"[0.38, 0.39, 0.72, 0.83, 0.84, 0.85, 0.87, 1.63, 1.66, 1.7]",Sports,6,3.2,834.05
21946,Party Time Design Flannel,67,625,0.38,1.7,0.85,0.9996,0.372,0.51,0.0255,"[0.38, 0.39, 0.72, 0.83, 0.85, 0.87, 1.63, 1.66, 1.7]",Electronics,6,4.5,3456.33
21947,Set Of 6 Heart Chopsticks,313,1711,1.06,2.57,1.25,1.718,0.6044,0.75,0.0375,"[1.06, 1.25, 1.28, 2.46, 2.51, 2.57]",Electronics,8,4.7,4378.52
21948,Set Of 6 Cake Chopsticks,280,2310,1.06,2.57,2.46,1.8825,0.6227,1.476,0.0738,"[1.06, 1.25, 1.28, 2.46, 2.51, 2.57]",Home,7,3.7,311.82
21949,Set Of 6 Strawberry Chopsticks,281,2636,1.06,2.57,1.25,1.7779,0.6212,0.75,0.0375,"[1.06, 1.24, 1.25, 1.28, 2.46, 2.51, 2.57]",Beauty,8,4.9,2390.58
21950,Set Of 6 Dots Chopsticks,18,211,1.06,2.57,2.57,2.3994,0.4546,1.542,0.0771,"[1.06, 1.25, 2.51, 2.57]",Beauty,8,2.4,1606.65
21955,Union Jack Guns & Roses  Doormat,758,3943,4.0,16.98,7.49,8.5915,2.7455,4.494,0.2247,"[4.0, 4.58, 5.95, 6.35, 6.75, 7.08, 7.49, 7.95, 8.0, 8.25, 12.46, 12.72, 13.57, 13.87, 14.13, 14.43, 15.79, 16.98]",Home,5,5.0,1381.68
21967,Pack Of 12 Skull Tissues,515,15917,0.25,0.85,0.29,0.4208,0.2216,0.174,0.0087,"[0.25, 0.29, 0.39, 0.79, 0.81, 0.83, 0.85]",Clothing,11,4.3,328.75
21972,Set Of 36 Dinosaur Paper Doilies,172,1056,1.25,3.83,1.45,1.6434,0.531,0.87,0.0435,"[1.25, 1.45, 2.46, 2.51, 2.92, 2.98, 3.04, 3.83]",Sports,4,5.0,1697.46
21973,Set Of 36 Mushroom Paper Doilies,211,1676,1.25,3.04,1.45,1.794,0.6523,0.87,0.0435,"[1.25, 1.45, 2.98, 3.04]",Electronics,5,4.3,76.21
21974,Set Of 36 Paisley Flower Doilies,816,7059,1.25,3.83,1.45,1.9929,0.8313,0.87,0.0435,"[1.25, 1.4, 1.45, 2.92, 2.98, 3.04, 3.75, 3.83]",Electronics,6,2.7,3025.69
21975,Pack Of 60 Dinosaur Cake Cases,1381,31575,0.4,1.3,0.55,0.6292,0.2384,0.33,0.0165,"[0.4, 0.42, 0.55, 1.25, 1.28, 1.3]",Clothing,4,4.1,489.95
21976,Pack Of 60 Mushroom Cake Cases,1002,14818,0.42,2.13,0.55,0.7668,0.442,0.33,0.0165,"[0.42, 0.43, 0.55, 1.25, 1.28, 1.3, 2.08, 2.13]",Electronics,12,2.7,4091.74
21977,Pack Of 60 Pink Paisley Cake Cases,2081,56794,0.4,2.13,0.55,0.7117,0.3716,0.33,0.0165,"[0.4, 0.42, 0.48, 0.55, 1.25, 1.28, 1.3, 2.08, 2.13]",Clothing,11,4.1,3474.06
21980,Pack Of 12 Red Spotty Tissues,699,31551,0.2,1.0,0.29,0.3868,0.1969,0.174,0.0087,"[0.2, 0.25, 0.29, 0.32, 0.39, 0.4, 0.79, 0.81, 0.83, 0.85, 1.0]",Electronics,8,3.6,4277.52
21981,Pack Of 12 Woodland Tissues,592,26472,0.2,0.85,0.29,0.4635,0.246,0.174,0.0087,"[0.2, 0.21, 0.22, 0.25, 0.29, 0.39, 0.4, 0.79, 0.81, 0.83, 0.85]",Beauty,6,4.5,51.34
21982,Pack Of 12 Suki Tissues,765,32827,0.2,1.0,0.29,0.4513,0.2407,0.174,0.0087,"[0.2, 0.22, 0.25, 0.29, 0.32, 0.39, 0.4, 0.5, 0.79, 0.81, 0.83, 0.85, 1.0]",Clothing,5,5.0,15.18
21983,Pack Of 12 Blue Paisley Tissues,340,6275,0.2,0.85,0.29,0.4179,0.2209,0.174,0.0087,"[0.2, 0.25, 0.29, 0.39, 0.4, 0.79, 0.81, 0.83, 0.85]",Beauty,1,3.6,554.14
21984,Pack Of 12 Pink Paisley Tissues,460,25509,0.25,0.85,0.29,0.4143,0.2181,0.174,0.0087,"[0.25, 0.29, 0.39, 0.5, 0.81, 0.83, 0.85]",Beauty,4,4.2,2549.26
21985,Pack Of 12 Hearts Design Tissues,965,25708,0.2,0.85,0.29,0.4088,0.2136,0.174,0.0087,"[0.2, 0.22, 0.25, 0.29, 0.32, 0.39, 0.4, 0.5, 0.79, 0.81, 0.83, 0.85]",Home,9,2.3,607.0
21986,Pack Of 12 Pink Spot Tissues,487,13536,0.2,1.0,0.29,0.4152,0.2198,0.174,0.0087,"[0.2, 0.22, 0.25, 0.29, 0.39, 0.4, 0.5, 0.79, 0.81, 0.83, 0.85, 1.0]",Beauty,10,4.0,2433.07
21987,Pack Of 6 Skull Paper Cups,399,6438,0.53,1.66,0.65,0.7298,0.2741,0.39,0.0195,"[0.53, 0.65, 1.63, 1.66]",Home,12,4.5,4327.38
21988,Pack Of 6 Skull Paper Plates,428,7855,0.64,1.7,0.85,0.9522,0.2842,0.51,0.0255,"[0.64, 0.85, 1.63, 1.66, 1.7]",Electronics,6,4.4,2677.07
21989,Pack Of 20 Skull Paper Napkins,674,8584,0.64,2.51,0.85,1.0786,0.4241,0.51,0.0255,"[0.64, 0.72, 0.85, 1.63, 1.66, 1.7, 2.51]",Clothing,11,4.7,2524.37
21990,Modern Floral Stationery Set,519,2500,1.25,6.04,2.46,2.2669,0.8987,1.476,0.0738,"[1.25, 2.46, 2.5, 2.51, 2.55, 2.57, 2.95, 5.91, 6.04]",Clothing,7,2.6,990.66
21991,Bohemian Collage Stationery Set,301,1118,1.25,6.04,2.46,2.2529,0.8507,1.476,0.0738,"[1.25, 2.46, 2.51, 2.57, 2.95, 5.91, 6.04]",Sports,9,4.8,2548.13
21992,Vintage Paisley Stationery Set,693,3437,1.25,6.04,2.46,2.4206,1.0732,1.476,0.0738,"[1.25, 2.46, 2.51, 2.55, 2.57, 2.95, 5.79, 5.91, 6.04]",Beauty,1,3.6,3360.05
21993,Floral Folk Stationery Set,603,2907,1.25,6.04,2.46,2.276,0.9215,1.476,0.0738,"[1.25, 2.46, 2.51, 2.55, 2.57, 2.95, 5.91, 6.04]",Home,9,2.5,223.45
22021,Blue Felt Easter Egg Basket,241,1439,1.45,3.95,1.65,1.7874,0.4815,0.99,0.0495,"[1.45, 1.65, 3.29, 3.36, 3.95]",Sports,7,3.7,414.64
22023,Empire Birthday Card,445,5112,0.36,0.86,0.42,0.5306,0.1954,0.252,0.0126,"[0.36, 0.42, 0.83, 0.84, 0.85, 0.86]",Home,7,4.5,2536.52
22024,Rainy Ladies Birthday Card,449,5478,0.36,0.86,0.42,0.5577,0.201,0.252,0.0126,"[0.36, 0.42, 0.83, 0.84, 0.85, 0.86]",Sports,4,5.0,467.73
22025,Ring Of Roses Birthday Card,293,4011,0.36,0.86,0.42,0.537,0.1932,0.252,0.0126,"[0.36, 0.42, 0.83, 0.84, 0.85, 0.86]",Beauty,6,3.0,628.47
22026,Banquet Birthday  Card,370,4066,0.36,0.86,0.42,0.5348,0.1926,0.252,0.0126,"[0.36, 0.42, 0.83, 0.84, 0.85, 0.86]",Clothing,10,4.8,3730.66
22027,Tea Party Birthday Card,864,11459,0.36,1.0,0.42,0.5225,0.1839,0.252,0.0126,"[0.36, 0.42, 0.83, 0.84, 0.85, 0.86, 1.0]",Clothing,1,4.6,3529.75
22028,Penny Farthing Birthday Card,516,6408,0.36,0.86,0.42,0.532,0.189,0.252,0.0126,"[0.36, 0.42, 0.83, 0.84, 0.85, 0.86]",Electronics,7,3.4,2408.45
22029,Space Boy Birthday Card,1126,17895,0.36,1.0,0.42,0.5077,0.1767,0.252,0.0126,"[0.36, 0.42, 0.83, 0.84, 0.85, 0.86, 1.0]",Sports,4,3.6,4389.73
22030,Swallows Greeting Card,716,13059,0.36,0.86,0.42,0.4633,0.1318,0.252,0.0126,"[0.36, 0.42, 0.83, 0.84, 0.85, 0.86]",Sports,6,4.5,4291.85
22031,Botanical Lavender Birthday Card,143,1137,0.36,0.85,0.42,0.5165,0.1774,0.252,0.0126,"[0.36, 0.42, 0.43, 0.83, 0.84, 0.85]",Electronics,7,4.5,3563.27
22032,Botanical Lily Greeting Card,111,980,0.36,0.85,0.42,0.4652,0.1323,0.252,0.0126,"[0.36, 0.42, 0.43, 0.83, 0.84, 0.85]",Clothing,7,5.0,666.16
22033,Botanical Rose Greeting Card,129,1615,0.36,0.85,0.42,0.4812,0.1534,0.252,0.0126,"[0.36, 0.42, 0.83, 0.84, 0.85]",Home,8,4.1,1325.05
22034,Robin Christmas Card,98,1656,0.36,0.86,0.42,0.4499,0.111,0.252,0.0126,"[0.36, 0.42, 0.83, 0.85, 0.86]",Home,1,2.8,1898.8
22035,Vintage Caravan Greeting Card,365,4109,0.36,0.86,0.42,0.555,0.1995,0.252,0.0126,"[0.36, 0.42, 0.83, 0.84, 0.85, 0.86]",Home,2,4.7,4899.59
22036,Dinosaur Birthday Card,137,1673,0.36,0.86,0.42,0.4963,0.1681,0.252,0.0126,"[0.36, 0.42, 0.84, 0.85, 0.86]",Clothing,3,3.7,2690.07
22037,Robot Birthday Card,651,7192,0.36,0.86,0.42,0.5225,0.1812,0.252,0.0126,"[0.36, 0.42, 0.83, 0.84, 0.85, 0.86]",Sports,12,3.5,1575.25
22038,Botanical Lavender Gift Wrap,45,1150,0.34,0.42,0.42,0.4182,0.0119,0.252,0.0126,"[0.34, 0.42]",Home,1,3.7,1750.16
22039,Botanical Lily Gift Wrap,30,850,0.34,0.42,0.42,0.4147,0.0203,0.252,0.0126,"[0.34, 0.42]",Home,6,4.1,1844.49
22040,Botanical Rose Gift Wrap,94,2815,0.34,0.42,0.42,0.4166,0.0162,0.252,0.0126,"[0.34, 0.42]",Clothing,8,3.7,3337.19
22041,"Record Frame 7"" Single Size",577,7861,2.1,5.79,2.55,3.5407,1.3416,1.53,0.0765,"[2.1, 2.55, 4.96, 5.06, 5.17, 5.79]",Sports,8,4.9,3987.63
22042,Christmas Card Singing Angel,141,1841,0.19,0.86,0.42,0.4084,0.0956,0.252,0.0126,"[0.19, 0.42, 0.43, 0.83, 0.86]",Clothing,5,4.3,3966.97
22043,Christmas Card Screen Print,131,2234,0.19,0.43,0.42,0.3367,0.1122,0.252,0.0126,"[0.19, 0.36, 0.42, 0.43]",Beauty,11,4.1,4598.76
22044,Christmas Card Stack Of Presents,93,2000,0.19,0.86,0.42,0.3283,0.1266,0.252,0.0126,"[0.19, 0.42, 0.86]",Beauty,1,4.5,3489.33
22045,Space Boy Gift Wrap,478,14667,0.34,0.42,0.42,0.4189,0.009,0.252,0.0126,"[0.34, 0.36, 0.42]",Clothing,11,5.0,2463.45
22046,Tea Party  Wrapping Paper,208,6375,0.34,0.42,0.42,0.4185,0.011,0.252,0.0126,"[0.34, 0.42]",Clothing,6,4.8,2723.64
22047,Empire Gift Wrap,263,8300,0.34,0.42,0.42,0.4179,0.0125,0.252,0.0126,"[0.34, 0.36, 0.42]",Beauty,4,3.8,2270.66
22048,Birthday Banquet Gift Wrap,103,2840,0.34,0.42,0.42,0.4192,0.0079,0.252,0.0126,"[0.34, 0.42]",Sports,8,4.5,2968.06
22049,Wrap Christmas Screen Print,119,3625,0.19,0.42,0.19,0.2963,0.1152,0.114,0.0057,"[0.19, 0.42]",Electronics,6,4.6,1561.84
22050,Pink Paisley Rose Gift Wrap,116,3325,0.34,0.42,0.42,0.4186,0.0105,0.252,0.0126,"[0.34, 0.42]",Electronics,2,4.5,3315.25
22051,Blue Scandinavian Paisley Wrap,118,3225,0.34,0.42,0.42,0.4193,0.0074,0.252,0.0126,"[0.34, 0.42]",Clothing,10,4.1,4814.32
22052,Vintage Caravan Gift Wrap,131,3600,0.34,0.42,0.42,0.4182,0.012,0.252,0.0126,"[0.34, 0.42]",Beauty,6,4.9,4192.45
22053,Empire Design Rosette,89,4553,0.82,2.57,1.25,1.5026,0.5244,0.75,0.0375,"[0.82, 1.06, 1.25, 2.51, 2.57]",Electronics,11,4.1,4263.38
22054,Mini Cake Stand Hanging Hearts,80,363,1.45,3.43,1.65,2.141,0.7897,0.99,0.0495,"[1.45, 1.65, 3.36, 3.43]",Sports,1,4.1,4177.16
22055,Mini Cake Stand  Hanging Strawbery,762,4945,0.39,3.43,1.65,2.1528,0.852,0.99,0.0495,"[0.39, 1.45, 1.65, 3.29, 3.36, 3.43]",Home,3,3.6,2819.79
22056,Ceramic Plate Love Heart Design,35,611,0.87,3.43,1.49,1.9306,0.8706,0.894,0.0447,"[0.87, 1.25, 1.49, 3.36, 3.43]",Clothing,6,3.6,1725.37
22057,Ceramic Plate Strawberry Design,264,3081,0.39,3.43,1.49,2.0377,0.9585,0.894,0.0447,"[0.39, 0.87, 0.88, 1.25, 1.49, 3.29, 3.34, 3.36, 3.43]",Beauty,11,4.1,261.49
22058,Ceramic Love Hearts Design Mug,117,528,1.49,3.43,1.49,1.6528,0.535,0.894,0.0447,"[1.49, 3.36, 3.43]",Electronics,10,4.0,911.06
22059,Ceramic Strwberry Design Mug,514,5084,0.39,3.43,1.49,1.7609,0.7854,0.894,0.0447,"[0.39, 1.25, 1.49, 3.29, 3.36, 3.43]",Home,10,3.5,3567.18
22060,Large Cake Stand Hanging Hearts,164,737,3.95,21.7,9.95,9.7959,4.317,5.97,0.2985,"[3.95, 7.26, 8.5, 9.95, 21.23, 21.7]",Clothing,4,4.6,3588.0
22061,Large Cake Stand  Hanging Strawbery,530,2189,2.95,21.7,9.95,11.2013,4.24,5.97,0.2985,"[2.95, 6.79, 7.26, 8.5, 9.95, 20.79, 21.23, 21.7]",Electronics,11,5.0,3856.95
22062,Ceramic Bowl With Love Heart Design,139,769,0.83,6.04,2.46,2.3649,1.4882,1.476,0.0738,"[0.83, 2.46, 2.55, 2.95, 5.79, 5.91, 6.04]",Beauty,1,3.4,1266.39
22063,Ceramic Bowl With Strawberry Design,376,2327,0.79,6.04,2.95,3.6248,1.3618,1.77,0.0885,"[0.79, 2.55, 2.95, 5.79, 5.91, 6.04]",Electronics,11,5.0,3364.34
22064,Pink Doughnut Trinket Pot,733,6711,0.39,3.43,1.65,2.1411,0.8157,0.99,0.0495,"[0.39, 1.45, 1.65, 3.29, 3.36, 3.43]",Home,2,3.4,3704.53
22065,Christmas Pudding Trinket Pot,504,8786,0.39,3.43,1.45,1.4415,0.9221,0.87,0.0435,"[0.39, 1.25, 1.45, 1.63, 3.29, 3.36, 3.43]",Electronics,10,5.0,1823.7
22066,Love Heart Trinket Pot,290,3458,0.39,3.43,1.45,1.147,0.7725,0.87,0.0435,"[0.39, 1.25, 1.45, 3.29, 3.36, 3.43]",Home,3,3.1,4878.55
22067,Choc Truffle Gold Trinket Pot,266,1905,0.39,3.43,1.65,2.0897,0.8054,0.99,0.0495,"[0.39, 1.45, 1.65, 3.29, 3.36, 3.43]",Sports,4,5.0,332.19
22068,Black Pirate Treasure Chest,295,1139,0.39,4.21,1.65,2.2549,1.0458,0.99,0.0495,"[0.39, 1.45, 1.65, 3.29, 3.36, 3.43, 4.13, 4.21]",Beauty,9,5.0,4703.15
22069,Brown  Pirate Treasure Chest,279,986,0.39,4.21,3.36,2.972,1.1052,2.016,0.1008,"[0.39, 1.45, 1.65, 3.29, 3.36, 3.43, 4.13, 4.21]",Clothing,8,5.0,1283.94
22070,Small Retro Spot Mug In Box  Red,333,1853,0.5,7.78,3.75,4.028,1.1447,2.25,0.1125,"[0.5, 1.0, 3.29, 3.36, 3.39, 3.75, 7.46, 7.62, 7.78]",Home,8,4.3,661.08
22071,Small Retro Spot Mug In Box  White,273,1552,0.5,7.78,3.75,3.8712,0.9101,2.25,0.1125,"[0.5, 1.0, 3.29, 3.36, 3.39, 3.75, 7.46, 7.62, 7.78]",Home,12,4.6,3465.63
22072,Tea Cup And Saucer Retro Spot,549,2478,1.25,7.78,3.75,4.396,1.6168,2.25,0.1125,"[1.25, 3.39, 3.75, 7.46, 7.62, 7.78]",Clothing,9,4.3,3044.38
22073,Retro Spot Storage Jar,505,2176,3.39,7.78,3.75,4.589,1.6235,2.25,0.1125,"[3.39, 3.75, 7.46, 7.62, 7.78]",Beauty,8,5.0,4881.16
22074,6 Ribbons Shimmering Pinks,299,2165,0.39,4.21,1.65,1.5231,0.6995,0.99,0.0495,"[0.39, 0.42, 0.65, 0.83, 0.85, 1.25, 1.65, 2.46, 2.51, 3.29, 3.36, 3.43, 4.21]",Clothing,8,4.0,4605.56
22075,6 Ribbons Elegant Christmas,386,3384,0.39,4.21,1.65,1.8235,0.7967,0.99,0.0495,"[0.39, 1.45, 1.63, 1.65, 3.29, 3.36, 3.43, 4.13, 4.21]",Home,3,5.0,416.02
22076,6 Ribbons Empire,393,2380,0.39,4.21,1.65,1.7459,0.6916,0.99,0.0495,"[0.39, 1.25, 1.45, 1.65, 2.46, 2.51, 3.29, 3.36, 3.43, 4.21]",Sports,6,4.4,198.41
22077,6 Ribbons Rustic Charm,1839,17569,1.45,4.95,1.65,2.1082,0.7941,0.99,0.0495,"[1.45, 1.65, 1.95, 3.29, 3.36, 3.43, 3.95, 4.13, 4.21, 4.95]",Home,1,4.9,4394.35
22078,Ribbon Reel Lace Design,504,4044,1.85,4.81,2.1,2.4919,0.8459,1.26,0.063,"[1.85, 2.1, 3.96, 4.04, 4.13, 4.21, 4.71, 4.81]",Electronics,9,3.9,923.87
22079,Ribbon Reel Hearts Design,709,5080,1.45,4.21,1.65,1.938,0.6035,0.99,0.0495,"[1.45, 1.65, 2.46, 2.51, 3.29, 3.36, 3.43, 4.21]",Beauty,1,3.9,527.82
22080,Ribbon Reel Spots Design,546,3987,1.45,4.21,1.65,1.9243,0.6926,0.99,0.0495,"[1.45, 1.65, 3.29, 3.36, 3.43, 4.13, 4.21]",Clothing,6,1.2,3588.37
22081,Ribbon Reel Flora + Fauna,316,1584,1.45,4.21,1.65,2.2084,0.8189,0.99,0.0495,"[1.45, 1.65, 3.29, 3.36, 3.43, 4.21]",Sports,12,4.4,592.68
22082,Ribbon Reel Stripes Design,1040,7535,1.45,4.21,1.65,1.8953,0.6304,0.99,0.0495,"[1.45, 1.65, 3.29, 3.36, 3.43, 4.13, 4.21]",Sports,7,4.3,1884.85
22083,Paper Chain Kit Retro Spot,1452,14008,0.5,6.95,2.95,3.6201,1.3328,1.77,0.0885,"[0.5, 2.0, 2.3, 2.55, 2.95, 3.29, 5.79, 5.91, 6.04, 6.63, 6.77, 6.95]",Beauty,12,2.7,2944.82
22084,Paper Chain Kit Empire,839,8879,2.0,6.95,2.95,3.2923,1.0079,1.77,0.0885,"[2.0, 2.55, 2.95, 4.96, 5.79, 5.91, 6.04, 6.77, 6.95]",Beauty,8,2.9,4072.43
22085,Paper Chain Kit Skulls,234,2546,2.3,6.77,2.95,3.1853,0.8644,1.77,0.0885,"[2.3, 2.46, 2.55, 2.95, 4.13, 5.79, 5.91, 6.77]",Beauty,3,5.0,3679.32
22086,Paper Chain Kit 50'S Christmas,2198,36581,2.0,6.95,2.95,3.3589,1.1318,1.77,0.0885,"[2.0, 2.1, 2.55, 2.94, 2.95, 5.79, 5.91, 6.04, 6.63, 6.77, 6.95]",Beauty,11,4.9,3871.51
22087,Paper Bunting White Lace,889,8532,2.55,6.95,2.95,3.4713,1.1976,1.77,0.0885,"[2.55, 2.9, 2.94, 2.95, 4.95, 5.79, 5.91, 6.04, 6.63, 6.77, 6.95]",Beauty,10,3.7,3374.61
22088,Paper Bunting Coloured Lace,634,4409,2.0,6.77,2.95,3.518,1.2024,1.77,0.0885,"[2.0, 2.55, 2.95, 4.13, 4.21, 5.79, 5.91, 6.04, 6.77]",Electronics,3,4.7,1770.54
22089,Paper Bunting Vintage Paisley,566,3516,2.0,6.77,2.95,3.3847,0.9648,1.77,0.0885,"[2.0, 2.55, 2.84, 2.95, 4.13, 5.79, 5.91, 6.77]",Home,6,5.0,3897.03
22090,Paper Bunting Retro Spots,1739,16808,2.0,6.95,2.95,3.6732,1.3604,1.77,0.0885,"[2.0, 2.3, 2.55, 2.94, 2.95, 5.79, 5.91, 6.04, 6.63, 6.77, 6.95]",Electronics,4,4.9,350.95
22091,Empire Tissue Box,339,3202,0.39,2.57,1.25,1.2618,0.8049,0.75,0.0375,"[0.39, 0.42, 1.06, 1.25, 2.46, 2.51, 2.57]",Home,7,4.2,1195.99
22092,Blue Paisley Tissue Box,148,964,0.39,2.51,0.39,0.8273,0.5225,0.234,0.0117,"[0.39, 0.42, 1.25, 2.46, 2.51]",Electronics,4,3.2,182.06
22093,Motoring Tissue Box,290,2376,0.39,2.57,1.25,0.9612,0.6648,0.75,0.0375,"[0.39, 0.42, 1.06, 1.25, 2.46, 2.51, 2.57]",Home,8,5.0,2797.32
22094,Red Polka Dot Tissue Box,355,3598,0.39,2.57,1.25,1.301,0.8604,0.75,0.0375,"[0.39, 0.42, 1.06, 1.25, 2.46, 2.51, 2.57]",Beauty,12,5.0,3192.93
22095,Lads Only Tissue Box,321,3379,0.39,2.57,1.25,1.396,0.798,0.75,0.0375,"[0.39, 0.42, 1.06, 1.25, 2.46, 2.51, 2.57]",Beauty,7,3.1,3605.29
22096,Pink Paisley Square Tissue Box,196,1680,0.39,2.57,0.39,0.9252,0.6677,0.234,0.0117,"[0.39, 0.42, 1.06, 1.25, 2.46, 2.51, 2.57]",Electronics,12,4.2,3379.15
